,text,cleaned_text,topics
869,". The puppet leaders are often chosen for their loyalty rather than their competence,  can lead to a culture of corruption and nepotism, where those who are loyal to the ruling group are rewarded @TheMAKinterfaCE 
Let the #the_bakoto leave makerere politics. Names droping soon", the puppet leaders are often chosen for their loyalty rather than their competence can lead to culture of corruption and nepotism where those who are loyal to the ruling group are rewarded let the the bakoto leave makerere politics names droping soon,"[2, 4]"
870,"What is more important in politics public social needs, money power , fake promise, corruption  ?",what is more important in politics public social needs money power fake promise corruption ,"[2, 3]"
871,"""Youngkin has told people close to him that he needs a success story to tell on the stump from his brief two-year career in politics...Younkgin wants to truly turn Virginia red by flipping the state legislature during the midterms this November."" HELL NO! https://t.co/VA2CaNueym https://t.co/57X7k26P0K", youngkin has told people close to him that he needs success story to tell on the stump from his brief two year career in politics younkgin wants to truly turn virginia red by flipping the state legislature during the midterms this november hell no ,"[1, 2, 4]"
872,"Venezuela: A Corruption Scandal Puts Maduro’s Shadowy Fixer in the Spotlight.

https://t.co/EqZ06VRslL",venezuela corruption scandal puts maduro shadowy fixer in the spotlight ,[2]
873,"Leaders on trial: Israel's Olmert, Italy's Berlusconi, France's Jacques Chirac (embezzlement) &amp; Nicolas Sarkozy (influence peddling), South Korea's Park Geun-hye (corruption) &amp; Taiwan's Chen Shui-bian (bribery) https://t.co/tgNHDagBdC h/t @peterbakernyt",leaders on trial israel olmert italy berlusconi france jacques chirac embezzlement amp nicolas sarkozy influence peddling south korea park geun hye corruption amp taiwan chen shui bian bribery ,[2]
874,"APC: S/Court Dismisses Nwajiuba’s Appeal

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",apc court dismisses nwajiuba appeal read more on electionnewstrend elections nigeriadecides,[2]
875,"Ebonyi Guber: NNPP Candidate Heads To Court

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",ebonyi guber nnpp candidate heads to court read more on electionnewstrend elections nigeriadecides,"[2, 3]"
876,"INEC Has Acquitted Itself Honourably, Says Mutfwang

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",inec has acquitted itself honourably says mutfwang read more on electionnewstrend elections nigeriadecides,[2]
877,"Agbakoba: No Constitutional Provision for Interim Government, It’s Nonsense!

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",agbakoba no constitutional provision for interim government it nonsense read more on electionnewstrend elections nigeriadecides,[2]
878,"Many Things Wrong With Nigeria’s Democracy — Kwankwaso

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",many things wrong with nigeria democracy kwankwaso read more on electionnewstrend elections nigeriadecides,[2]
879,"Name Interim Govt Plotters, CDD Tells DSS

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",name interim govt plotters cdd tells dss read more on electionnewstrend elections nigeriadecides,[2]
880,"📎 | Spanish PM on Borràs sentence: case involves 'flagrant breach of duty and misuse of funds'

Sánchez avoids clarifying whether he would pardon politician sentenced to 4.5 years for corruption

https://t.co/SRKTSQB0dP", spanish pm on borr sentence case involves flagrant breach of duty and misuse of funds nchez avoids clarifying whether he would pardon politician sentenced to years for corruption ,[2]
881,"PDP quashes suspension order on Shema, Fayose, Ayim, others

Read More On: https://t.co/7NajyWXTO3

#ElectionNewstrend
#2023Elections 
#NigeriaDecides2023",pdp quashes suspension order on shema fayose ayim others read more on electionnewstrend elections nigeriadecides,"[2, 3]"
882,"It’s March 31, 2023 at 12:29PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/b8HQBg28Rm",it march at pm stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,[0]
883,"Two questions for Mr CJN:

1. What became of that famous wheelchair? Didn't seem to make it to the Jumat service with you. 

2. How far with all those passports? Do you double as an immigration agent in your spare time?

#NigeriaElections2023 #NigeriaDecides2023",two questions for mr cjn what became of that famous wheelchair didn seem to make it to the jumat service with you how far with all those passports do you double as an immigration agent in your spare time nigeriaelections nigeriadecides,"[2, 4]"
884,"Hope these guys know the amount of work involved in propping up illegitimacy?

Body go tell them! 😅

#NigeriaElections2023 #NigeriaDecides2023 #PeterObiIsComing #PeterObiForPresident2023 https://t.co/LgPLyKpnDO",hope these guys know the amount of work involved in propping up illegitimacy body go tell them nigeriaelections nigeriadecides peterobiiscoming peterobiforpresident ,"[2, 3]"
885,"IMPORTANT STATEMENT FROM UOT PRESIDENT: 

 A serving army officer engaging in politics and nothing is done points to nepotism. Nepotism is a type of corruption. You can't fight what made you.

Ezo story za misota. https://t.co/QGkReDQHF5",important statement from uot president serving army officer engaging in politics and nothing is done points to nepotism nepotism is type of corruption you can fight what made you ezo story za misota ,"[2, 3]"
886,"&lt;The country is an advanced country, but politics is an underdeveloped country&gt;

Only when the people control it with a strong law will the people in power no longer create problems of corruption. 
There have been too many abuses of power in ROK so far.
 ↓ https://t.co/PILTENDyjx", lt the country is an advanced country but politics is an underdeveloped country gt only when the people control it with strong law will the people in power no longer create problems of corruption there have been too many abuses of power in rok so far ,[2]
887,"Punchy conscious music from the true African Giant!

#Falz #MrYakubu

#NigeriaElections2023 #NigeriaDecides2023 #PeterObiIsComing #PeterObiForPresident2023",punchy conscious music from the true african giant falz mryakubu nigeriaelections nigeriadecides peterobiiscoming peterobiforpresident,[2]
888,"Lenders Should Not Lend Nigerian Government Money Until 1.5yrs Of A New Government,

Self-Care Of Risk Management. 

#NigeriaDecides2023 #INECElectionResult",lenders should not lend nigerian government money until yrs of new government self care of risk management nigeriadecides inecelectionresult,"[0, 2, 5]"
889,4 presidents of @NigBarAssoc have been in the news lately in the aftermath of #NigeriaDecides2023. The contrasts are compelling. Have your pick.... https://t.co/gBopBxuglT, presidents of have been in the news lately in the aftermath of nigeriadecides the contrasts are compelling have your pick ,[2]
890,"Don’t forget to join our Twitter space happening today by 5:00pm with @jubshittu @Etimviki @alobaadenike @mercydonigwe4 to dissect the question Is Nigeria
Advancing Towards Women Leadership?

#TwitterSpace #NigeriaDecides2023 https://t.co/e0p5UkQPE8",don forget to join our twitter space happening today by pm with to dissect the question is nigeria advancing towards women leadership twitterspace nigeriadecides ,[2]
891,"Nollywood Actor, Saidi Balogun Stages A One-Man Protest Against Interim Govt. In Nigeria 
https://t.co/Vfm0yMrBXH 
#NigeriaElections2023 #NigeriaDecides2023 #protest",nollywood actor saidi balogun stages one man protest against interim govt in nigeria nigeriaelections nigeriadecides protest,"[1, 2]"
892,"via @NYTimes

Other than holding a corrupt president accountable for his corruption, it doesn’t get much wilder than this.  https://t.co/oIvE2kMerF",via other than holding corrupt president accountable for his corruption it doesn get much wilder than this ,"[2, 3, 4]"
893,"Corruption is an issue in Allegheny County, I have been reliably informed! And sometimes Pittsburgh/vania politics are best viewed through a lens of gothic horror, if at all https://t.co/9OnM6YT8u9",corruption is an issue in allegheny county have been reliably informed and sometimes pittsburgh vania politics are best viewed through lens of gothic horror if at all ,"[2, 3]"
894,https://t.co/cCiJyfuhvd yet more cynical Tory corruption 🙄🤬, yet more cynical tory corruption ,[2]
895,"#TrumpIndictment 

Voices: Trump has lived a life of corruption. Accountability is finally on its way https://t.co/z1jlT8EQiH", trumpindictment voices trump has lived life of corruption accountability is finally on its way ,"[2, 3]"
896,"#NigeriaDecides2023 has moved to the litigation phase of our electoral process. But what does that involve?
Our favourite out-of-town silk, Ike Akaraiwe SAN/@kizor joins @naijama at 3.45 today on @NigeriainfoFM to shed some light.
Why not make it a date? https://t.co/IywCHxFbh6", nigeriadecides has moved to the litigation phase of our electoral process but what does that involve our favourite out of town silk ike akaraiwe san joins at today on to shed some light why not make it date ,"[0, 2]"
