,topic,document
561,0,"Honestly, I have to stop tweeting about politics as some idiots just want to hit the polity with propaganda against someone. Just cos they couldn't find any corruption in him like their principal, they took to bigotry and tribalistic sentiments. Shame on y'all inciting violence."
562,4,"2023 presidential election: A timeline of activities leading to the tribunals

#election #nigeriadecides2023 #presidentialelection #businessday https://t.co/DlFG4Z0xTu"
563,0,"The biggest divide in the world today is not religion or politics. . . . It’s between those who can see through the lies, corruption and deception and those who cannot! https://t.co/WkT3N7Majk"
564,0,#CBNVoteForNotePolitics is a clear indication that CBN cares more about power than the welfare of the people. Let's reject this politics of greed and corruption.
565,0,"I BLAME MIGRANTS FOR:
Brexit
Inflation
Price of fuel
NHS collapse
Corruption and lack of compassion in politics...
Shit in the rivers and sea

H... No... WAIT... IT WAS THE FUCKIN' TORIES"
566,0,How ignorant do you think people are about Politics and corruption? Do you think most protesters are paid and have no idea why they are protesting? China/Russia will be able to take over liberal cities in hours.
567,4,"New spring is here! Find the courage to push through your visions, set goals, dreams, and aspirations. The sky can never limit you. If you can dream it, then you can achieve it. Happy new month. #AprilFoolsDay #TimelessAlbum #thankyouPikamee #NigeriaDecides2023 #Punchline https://t.co/fCeRMISfuR"
568,6,"It’s April 01, 2023 at 04:29PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/ot1KVl5ReD"
569,0,"No science is immune to the infection of politics and the corruption of power.,Jacob Bronowski,Power, Politics, Corruption ,"
570,0,Republican corruption is just natural https://t.co/mRmudHgaUq
571,0,The James O’Keefe Effect: Citizen Journalist Uncovers More Damning Democrat Money Laundering Evidence – Discern TV we want justice #DOJ do your job fix election integrity put country over #Politics leave a legacy of #integrity #BidenCrimeFamily corruption  https://t.co/p8hl0uMQ3X
572,4,"It's important you do a review to identify key learnings for improved action.
The members of the Peace and Mediation Working Committee, Plateau state had a review meeting to reflect &amp; make recommendations.  with support from 
@KDI_ng @IRIglobal @NEDemocracy 
#NigeriaDecides2023 https://t.co/IzwdmzUQMT"
573,0,Anatomy of a Biden Family Business Deal: Get Son Hunter or Sister Valerie to Sign ‘on Behalf of the VP’                        😡SWAMP Corruption  https://t.co/Qmb6lzgEPp
574,0,"Bombshell: corruption exposed, Signature verification software used by Maricopa County says 10% is 'high-confidence' match. Time for ⁦@KariLake⁩ to be made governor.  https://t.co/Rh5gcyTgMP"
575,-1,"Video shows Jeff Brown saying if citizens knew of his opponents’ corruption, ‘they’d lynch them’ https://t.co/enzJXrY7tq via @phillyinquirer"
576,6,"It’s April 01, 2023 at 03:31PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/rlfzkjjP3q"
577,0,"For CORRUPTION FREE , ETHICAL &amp; PROGRESSIVE #POLITICS , AWARE &amp; ALERT  #ELECTORATE ,
GLORIOUS DEVELOPED #WORLD NO.1 SUPER POWER #INDIA

JOIN &amp; SUPPORT

#Instagram # @ BHARAT.RASHTRA.SEVA.SANGH

#Twitter # 
@BharatSevaSangh

🇮🇳 जय हिंद 🇮🇳 🇮🇳 वंदेमातरम् 🇮🇳

#BharatRashtraSevaSangh https://t.co/Vc9mgotOuK"
578,0,"Share if you agree like me 🇨🇦🇺🇲
#danger#morons #stupid #politics #dictature #Canada #USA #china #corruption #biden #trudeau #BidenDestroysAmerica #TrudeauIsDestroyingCanada https://t.co/zbMbIBaIpi"
579,4,"POLICE WHISK AWAY LAWYERS, AS ELECTION PETITION DEADLINE APPROACHES  https://t.co/fAKzXfWwOe

#NigeriaDecides2023 #nigeriadecides 

Odanz| Dayo| #protest| LASTMA| Ibom Air| Man U| Mr. Peter Obi| Southern Kaduna| Saraki|"
580,0,"🇮🇳 जय हिंद 🇮🇳 🇮🇳 वंदेमातरम् 🇮🇳

For CORRUPTION FREE , ETHICAL &amp; PROGRESSIVE #POLITICS , AWARE &amp; ALERT  #ELECTORATE ,
GLORIOUS DEVELOPED #WORLD NO.1 SUPER POWER #INDIA

JOIN &amp; SUPPORT

#Instagram # @BHARAT.RASHTRA.SEVA.SANGH

#Twitter # 
@BharatSevaSangh

#BharatRashtraSevaSangh https://t.co/AdjwuxlMQe"
581,0,"The PPE  covid scandal, 3bn disposed off unfit for purpose,  taxpayers' money in millions lost to fraud, corruption and incompetence in Government.

https://t.co/ji99iOfopc"
582,0,"The PPE  covid scandal, 3bn disposed off unfit for purpose,  taxpayers' money in millions lost to fraud, corruption and incompetence in Government.

https://t.co/dPuPDamMLp"
583,0,"The PPE  covid scandal, 3bn disposed off unfit for purpose,  taxpayers' money in millions lost to fraud, corruption and incompetence in Government.
https://t.co/zJPGYBLF1D"
584,0,"The PPE  covid scandal, 3bn disposed off unfit for purpose,  taxpayers' money in millions lost to fraud, corruption and incompetence in Government.
https://t.co/HNjsvehGOg"
585,0,"The conclusion is that, “Justin Trudeau, cabinet ministers Dominic LeBlanc and Mary Ng, former minister Bill Morneau and parliamentary secretary Greg Fergus” are unethical. How many have resigned? #corruption  https://t.co/DYXtZyby88"
586,0,"Read: ⁦@liberal_party⁩ govt induced inflation will jump, but you’ll get a meagre tax $ refund (that you already paid for) to shut you up and absolve their guilt. #corruption #carbontax #pierre4pm  https://t.co/RPOQHcoXIR"
587,0,"""When there are rewards for corruption, and no real consequences for those who are caught, corruption flourishes.""
Glenn Reynolds

Describe modern politics in one sentence."
588,0,"Indian politics are becoming very dirty.
To cover up SELF CORRUPTION &amp; LINKS to SEPARATISTS , politicians are making wild allegations on others w/o any proof &amp; searching for flaws in others to create chaos both inside PARLIAMENT/ASSEMBLIES &amp; outside. https://t.co/kLTSpbYep8"
589,0,"Compare Trump's corruption to Al Capone's. Capone was convicted on one count of tax fraud. Trump was indicted for business fraud and none of his more serious corruption just like Capone.

https://t.co/b89tlWM5hn"
590,0,Leading Chinese sports official faces corruption probe as football inquiry widens  https://t.co/rWDkddKyAt
591,0,"HOW AN AUTOMATIC RIFLE DEFEATED AMERICA 
If you think you are safe? Think again. #bribery #donors @NRA 
#corruption #MassShootings 
https://t.co/OOFw0ggJuc"
592,4,#TinubuIsNotMyPresident @officialABAT Nigerians did not vote for you! Not sure @inecnigeria game plan here #vote2023 #NigeriaDecides2023
593,4,"My dear Zamfarians let's retweet dis👏👏

@DaudaLawalD @Daudalawal2023 @Hurriya_DLD    @AM_Saleeem @el_kisaey @hadixa_bello @nimzee01 @KabiruAmadu_MP @AbdulhamidYaro4

#DaudaIsComing #NigeriaDecides2023 #daudalawandare https://t.co/7P50xTFZ8X"
594,4,"Very soon those wicked politicians in Nigeria will join him.
@BatProjects23 
@realFFK 
@fkeyamo 
@ShehuSani 
@jidesanwoolu 
@officialABAT 
#INECIsCorrupt 
#NigeriaDecides2023 https://t.co/axlAooRbbc"
595,6,"It’s April 01, 2023 at 02:31PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/qrHHHCM6Ze"
596,0,"No matter how corrupt, greedy, and heartless our government, our corporations, our media, and our religious &amp; charitable institutions may become, the music will still be wonderful.,Kurt Vonnegut Jr., A Man Without a Country,corruption, music, nonfiction, politics,"
597,0,"Conflict of interest or corruption, you decide!
Bosses of the childcare firm at the centre of a Rishi Sunak conflict of interest row attended a Downing Street reception just hours after he was pressed by MPs over his links with the provider. https://t.co/FY5yBTdCaQ"
598,0,Leading Chinese sports official faces corruption probe https://t.co/WTs8v8y3a9
599,4,"WHAT'S THE MEANING OF THIS?
#NigeriaDecides2023 #Twitter
Passenger Dragged Off Plane For Saying ‘Tinubu Cannot Be Sworn In’ (Video) https://t.co/BhCkpvv3XC (From Phoenix APP) https://t.co/Utst66Nzkg"
600,-1,"Video shows Jeff Brown saying if citizens knew of his opponents’ corruption, ‘they’d lynch them’ https://t.co/Isyx6N8Ls4 via @PhillyInquirer"
601,0,Gulu: State House Anti-Corruption Unit arrests Commercial Officer for mismanaging PDM funds https://t.co/9CNexCVD41
602,4,"The fate of a Nation hang on them. @SupremeCourtNg
#NigeriaDecides2023 https://t.co/5anfQP9lei"
603,4,"#MrYakubu From us of the federal republic to corrupted INEC @inecnigeria  
#MrYakubuChallenge
#YakubuOle #INECIsCorrupt #ObidientMovement #NigerianElections2023 #NigeriaDecides2023 https://t.co/QKrSHrBkLM"
604,4,"#MrYakubu From us of the federal republic to corrupted INEC @inecnigeria  
#MrYakubuChallenge
#YakubuOle #INECIsCorrupt #ObidientMovement #NigerianElections2023 #NigeriaDecides2023 https://t.co/Irze1fwHw1"
605,6,"It’s April 01, 2023 at 01:30PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/BDoArCAOCu"
606,0,don’t think that just because #NicolaSturgeon hastily exited stage left that this story will go away. It runs deep into the core of #theSNP #corruption #bullying #deceit #cronyism #humzauseless #humzayousaf #scotland #politics https://t.co/9UBALPVvM4
607,4,"Watch my analysis reasons on why Tinubu of the APC may not be sworn in #Tinubu #APC #NigeriaPolitiic #TinubuIsNotMyPresident #rejecttinubu #NigeriaDecides2023

To watch full video, use link in comment section https://t.co/apW9fbwvzc"
608,0,"Most of the Accidents are result of Corruption

You wont wake up until it hits your family

until then enjoy the Drama of Religion Politics.

Indore: Alina, Veda lose their mother, cousin but still unaware of their loss (https://t.co/sICVFeoedG)"
609,0,"📣 New Podcast! ""335 Biden Family Bought and Paid For By China (Explicit)"" on @Spreaker #biden #bidenfamily #boughtoff #china #corruption #doccomeau #entertainment #foriegn #halliebiden #hunterbiden #joebiden #money #news #podcast #podcasts #politics https://t.co/0ojpkm0AtK"
610,0,Kejriwal losing sanity or deliberately creating ground as agencies probe Delhi govt corruption: BJP https://t.co/iLG90lFU0X
611,0,Biden family makes ‘admission of corruption’ in foreign business deals: China expert | Fox Business https://t.co/Tw4N01aRuQ
612,0,"Dr. Muhammad Tahir ul Qadri has been living in Canada but remains active in Pakistani politics through his organization, PAT. He continues to speak out on issues such as corruption, electoral reform, and the need for a more just and equitable society in Pakistan."
613,4,"Simon the Sorcerer is on our shores.

Dark clouds hangs over 🇳🇬.
#NigeriaDecides2023"
614,6,"It’s April 01, 2023 at 12:29PM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/YwQD7dyoRP"
615,4,"All this propaganda created by APC has an end goal: For DSS to arrest @PeterObi.
#NigeriaDecides2023"
616,0,"He clearly sees what this Biden presidency and Democrat party has done is corruption and she was not expecting to be dressed down by him! This is how the world views the US and they don't care! IMPEACH HIM NOW! America can't take anymore! 

https://t.co/607DXbFnlS"
617,0,"Raila targets American envoy Meg Whitman over ‘fairest election’ remark https://t.co/eVjtUKamrH The only US envoy who stood with Kenyans in the face of state brutality, endemic corruption &amp; misuse of public resources was Smith Hemstone. Whitman is in bed with Ruto"
618,0,"Opposition strategy to badmouth Modi has no takers in India, especially in Hindi Heartland. These states have seen notorious Dynasty Politics &amp; Corruption; they love leader like Modi. https://t.co/kXDLkGE2GI"
619,4,Who will watch the watchers? #NigeriaDecides2023 https://t.co/1gf0BOcQLZ
620,1,"#LiberalsMustGo 
#Corruption 

Elon Musk’s warnings about AI research followed months-long battle against ‘woke’ AI https://t.co/lM4VADTh2i #FoxNews"
621,0,"Dutton saying that Labor ‘ran a dirty campaign’. Clueless that we’ve have had enough of the Liberal party’s rorting, corruption and backward politics. He’s so out of touch and delusional it beggars belief.  The voters have spoken loud and clear. Again.  #Labor #Aston"
622,4,"The default Nigerian state. 

The educators(Professors) helping them bad politicians do the rigging.🤨😠😥

Which way Nigeria?😏🙄

#pvc #NigeriaDecides2023 #NigeriaWatch #NigeriaElections2023 #nigeriaelections #ellupee #LabourParty #APC #PDP https://t.co/904VEMG1yX"
623,6,"It’s April 01, 2023 at 11:31AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/HhBQ4XzLba"
624,0,"#Rwanda [WATCH] Frmr SARB Governor @tito_mboweni  speaks about the corruption which has taken root in the ANC, but says it’s not the entire organisation, ‘just a few rotten apples.’ His panel was looking at “Good Politics: From Liberation to Nation-Building” #RPF35 @Newzroom405 https://t.co/U0l1cVBAcb"
625,4,"THE 2023 ELECTIONS IN NIGERIA WAS A  SHAM &amp; SHOW OF SHAME. ALL THOSE CULPABLE &amp; FOND WANTING TO HAVE INCITED,SPONSORED &amp; EXECUTED THESE HEINOUS CRIMES AGAINST NIGERIANS, WHO ONLY EXERCISED THEIR CIVIC RIGHTS, MUST BE BROUGHT TO BOOK.
#EndSARS
#NigeriaDecides2023
@Gidi_Traffic https://t.co/QYfhdfXELD"
626,4,"When I hear even lawyers argue the issue of an interim government in a 2023 Nigeria, it reminds me that we as a nation are yet to fully recover from the military rule. 
#NigeriaDecides2023 
#Democracy"
627,0,"The political landscape of Pakistan remains volatile with ongoing power struggles and corruption allegations. As the country prepares for upcoming elections, all eyes are on the future of democracy in this pivotal nation. #Pakistan #politics"""
