text,date,raw_text_length,year,month,cleaned_text,cleaned_text_length
"(5 minute video) - 'The truth behind why the USA invaded Iraq' -  https://t.co/B5VDUoi8ho  
#Iraq #SaddamHussein #GeorgeBush #Rotshchild #USA - #AlexChambers #MaceTheAmazing",2023-03-31 13:33:04+00:00,22,2023,03, minute video the truth behind why the usa invaded iraq iraq saddamhussein georgebush rotshchild usa alexchambers macetheamazing,17
Good Morning. March 31st &amp; winter continues in northern Wisconsin @usa_truth https://t.co/DKJJOCozre,2023-03-31 13:06:19+00:00,12,2023,03,good morning march st amp winter continues in northern wisconsin truth ,11
"Any #VentureCapital want to invest in my great project ""Digital nonprofit currency"", team #technology from the #USA #Europe better buy this idea from mine as soon as possible to have their big influence in the society. #Crypto #digitalcurrency #digital #currency #evolution #truth",2023-03-31 13:04:40+00:00,42,2023,03,any venturecapital want to invest in my great project digital nonprofit currency team technology from the usa europe better buy this idea from mine as soon as possible to have their big influence in the society crypto digitalcurrency digital currency evolution truth,42
"If you enjoyed this article, then please repost/share with others.

Follow AFNN:
Truth Social: @AFNN_USA
Facebook: https://t.co/HOZsoT1AUD
Telegram: https://t.co/2QCWA9oJWY
Twitter: https://t.co/u9ybyY2yAn
GETTR: https://t.co/8UQYeIG80n
CloutH...
https://t.co/HWW9Ghp5tc",2023-03-31 13:01:10+00:00,25,2023,03,if you enjoyed this article then please repost share with others follow afnn truth social usa facebook telegram twitter gettr clouth ,21
"😞
How many people is Google illegally spying on? 

Why is the USA government not stopping #Google ?

See the indisputable evidence at:
https://t.co/xNlys9GKxc 

 #twitter #maga #kag #truth #gop #dnc #rnc #biden #trump #TwitterFiles #HeyGoogle #Blogger #Gmail #Chrome #GotoTom2 https://t.co/jYd4Tn9dgy",2023-03-31 12:50:09+00:00,40,2023,03, how many people is google illegally spying on why is the usa government not stopping google see the indisputable evidence at twitter maga kag truth gop dnc rnc biden trump twitterfiles heygoogle blogger gmail chrome gototom ,36
"Peace Through Strength!
Continue to PROTECT God &amp; Country.
#WeThePeople #Conservative #Patriot #Truth
#Christian #USA #AmericaFirst #Traditionalist
Free Weekly News Updates at:  https://t.co/C93JV42yPE

Learn more here:  https://t.co/XRg71e6beq https://t.co/HvJPsanngs",2023-03-31 12:38:15+00:00,28,2023,03,peace through strength continue to protect god amp country wethepeople conservative patriot truth christian usa americafirst traditionalist free weekly news updates at learn more here ,25
"Can America Be Saved?
#saveamerica #WeThePeople #Conservative #Patriot #Truth
#Christian #USA #AmericaFirst #Traditionalist

READ IT HERE:  https://t.co/KBJY5RLWcB 
 
https://t.co/ws4xQ9XBmM https://t.co/dUy6t3MQd0",2023-03-31 12:36:53+00:00,19,2023,03,can america be saved saveamerica wethepeople conservative patriot truth christian usa americafirst traditionalist read it here ,16
"THE ONLY REASON AMERICA STILL EXISTS IS “WE THE PEOPLE!”
Continue to PROTECT God &amp; Country.
#WeThePeople #Conservative #Patriot #Truth
#Christian #USA #AmericaFirst #Traditionalist

Learn more here:  https://t.co/XRg71e6beq 

FREE Patriot News:  https://t.co/PfbJohUjVY https://t.co/hVDvI8oECr",2023-03-31 12:21:32+00:00,33,2023,03,the only reason america still exists is we the people continue to protect god amp country wethepeople conservative patriot truth christian usa americafirst traditionalist learn more here free patriot news ,30
5 major countries are rioting while the US government and media supress the truth. USA citizens are stagnant. We'll be the last to riot. But I think we all know what happens when Americans rebel. The world will never be the same.,2023-03-31 12:00:38+00:00,42,2023,03, major countries are rioting while the us government and media supress the truth usa citizens are stagnant we ll be the last to riot but think we all know what happens when americans rebel the world will never be the same ,41
"‘Stroll of Reality,’ is dark witted writing that rips the blinds off the windows and exposes the underground truth of society in the #USA , touching on matrimony, religion, race and addiction. #Learn more here: https://t.co/weqTsEMciR ""Kindle Unlimited"" https://t.co/CLbQl61473",2023-03-31 11:33:05+00:00,39,2023,03, stroll of reality is dark witted writing that rips the blinds off the windows and exposes the underground truth of society in the usa touching on matrimony religion race and addiction learn more here kindle unlimited ,36
"If you enjoyed this article, then please repost/share with others.

Follow AFNN:
Truth Social: @AFNN_USA
Facebook: https://t.co/HOZsoT1AUD
Telegram: https://t.co/2QCWA9oJWY
Twitter: https://t.co/u9ybyY2yAn
GETTR: https://t.co/8UQYeIG80n
CloutH...
https://t.co/BDypbdQLrk",2023-03-31 11:01:38+00:00,25,2023,03,if you enjoyed this article then please repost share with others follow afnn truth social usa facebook telegram twitter gettr clouth ,21
https://t.co/wN8XImjLUb we are a sick &amp; tiered .The Amhara Genocied truth not air for the world but fox new all the international media getting paid by WHO to miss inform about the Amhara Genocide the British media is the back bone and the toxic media out late not only USA based,2023-03-31 11:00:06+00:00,51,2023,03, we are sick amp tiered the amhara genocied truth not air for the world but fox new all the international media getting paid by who to miss inform about the amhara genocide the british media is the back bone and the toxic media out late not only usa based,49
"If you enjoyed this article, then please repost/share with others.

Follow AFNN:
Truth Social: @AFNN_USA
Facebook: https://t.co/HOZsoT1AUD
Telegram: https://t.co/2QCWA9oJWY
Twitter: https://t.co/u9ybyY2yAn
GETTR: https://t.co/8UQYeIG80n
CloutH...
https://t.co/BSybZrpfPV",2023-03-31 10:01:51+00:00,25,2023,03,if you enjoyed this article then please repost share with others follow afnn truth social usa facebook telegram twitter gettr clouth ,21
"If you ask a married man that has had 5 girlfriends since he got married if he is cheating &amp; he says no. That answer may be the fact of the moment but it is not the truth of his fidelity.

The then IG of NPF asked the USA if BAT has an arrest warrant,they said no. 

Juxtapose!",2023-03-31 09:46:45+00:00,58,2023,03,if you ask married man that has had girlfriends since he got married if he is cheating amp he says no that answer may be the fact of the moment but it is not the truth of his fidelity the then ig of npf asked the usa if bat has an arrest warrant they said no juxtapose ,57
"If you enjoyed this article, then please repost/share with others.

Follow AFNN:
Truth Social: @AFNN_USA
Facebook: https://t.co/HOZsoT1AUD
Telegram: https://t.co/2QCWA9oJWY
Twitter: https://t.co/u9ybyY2yAn
GETTR: https://t.co/8UQYeIG80n
CloutH...
https://t.co/jHQZFcJlTV",2023-03-31 09:01:59+00:00,25,2023,03,if you enjoyed this article then please repost share with others follow afnn truth social usa facebook telegram twitter gettr clouth ,21
I feel sorry for Donald Trump. He’s being USED by Jews. To create rift in society. To smear USA name thru world. Prosecuting him for smut instead the riot. Because  Jews want us rioting. And they want to tear down and humiliate non Jews. They’re crazy evil. It is truth!,2023-03-31 08:08:10+00:00,50,2023,03,i feel sorry for donald trump he being used by jews to create rift in society to smear usa name thru world prosecuting him for smut instead the riot because jews want us rioting and they want to tear down and humiliate non jews they re crazy evil it is truth ,51
"CNN and other fake new Mock former President Trump based on accusations, not truth. Former President Trump is being indited for daring to run again for president in 2024, what else? Sham. Was the previous election was obviously stolen in 2020? Yes? Stand up. Vote Trump 2024. #USA",2023-03-31 07:38:30+00:00,48,2023,03,cnn and other fake new mock former president trump based on accusations not truth former president trump is being indited for daring to run again for president in what else sham was the previous election was obviously stolen in yes stand up vote trump usa,45
"Night Pray for USA 
Pray for Donald 
Pray for truth and justice 
Can Bumbling Babbling Joe Fossil Fuel . Joe shake hands with all migrants tell them 2 years military 
Or 2 years Peace Corp https://t.co/qDVDmqWUDd",2023-03-31 07:29:03+00:00,36,2023,03,night pray for usa pray for donald pray for truth and justice can bumbling babbling joe fossil fuel joe shake hands with all migrants tell them years military or years peace corp ,32
"Truth be told, there’s no place on earth that Muslims can live and flourish academically both in religious and secular studies other than The USA. With the many vices, it’s still home. So vast in space, it can be whatever you want it to be.",2023-03-31 05:10:12+00:00,45,2023,03,truth be told there no place on earth that muslims can live and flourish academically both in religious and secular studies other than the usa with the many vices it still home so vast in space it can be whatever you want it to be ,45
"""Such is the irresistible nature of #truth that all it asks, &amp; all it wants, is the #liberty of appearing."" -Thomas Paine #USA #Manhattan #AlvinBragg #reality #realitycheck #justice #JusticeMatters #Truthhurts #TrumpIndicted #democracy #Criminal #yep #Accountability #justice4all",2023-03-31 03:23:01+00:00,36,2023,03, such is the irresistible nature of truth that all it asks amp all it wants is the liberty of appearing thomas paine usa manhattan alvinbragg reality realitycheck justice justicematters truthhurts trumpindicted democracy criminal yep accountability justiceall,36
"Lindsey Graham Drops Major Truth Bomb, Hits MAGA Upstarts https://t.co/wTg6ba2r6C Republican ignorance puts USA in danger and strengthens our enemies like Russia, North Korea and China",2023-03-31 03:13:25+00:00,26,2023,03,lindsey graham drops major truth bomb hits maga upstarts republican ignorance puts usa in danger and strengthens our enemies like russia north korea and china,25
"Love you guys! Keep it up we deserve the truth!!

#rebelde #instareality #intags #reality #celebritynews #reallifeshit #realitysucks #rebelnewsaustralia #realestateinvesting #augmentedreality #rebelnews_usa #createyourreality #rebelnewscanada #realfood #rebels_nature https://t.co/dwifZMBI0E",2023-03-31 02:53:42+00:00,26,2023,03,love you guys keep it up we deserve the truth rebelde instareality intags reality celebritynews reallifeshit realitysucks rebelnewsaustralia realestateinvesting augmentedreality rebelnews usa createyourreality rebelnewscanada realfood rebels nature ,27
"""all #lies, plain and simple"" - how #Emory #University (#Atlanta, #Georgia) agents ""defend"" their #conspiracy in #court. for leisure or serious.

https://t.co/UwmqIcqf46

#news #justice #juror #medical #school #truth #EmoryUniversity #USA #people #american https://t.co/eIA4FWEkIg",2023-03-31 02:50:11+00:00,33,2023,03, all lies plain and simple how emory university atlanta georgia agents defend their conspiracy in court for leisure or serious news justice juror medical school truth emoryuniversity usa people american ,30
"The Truth: 43% of People Let Go With No Bail On A Serious Charge in #NYC Were Rearrested — The 'Reform' Is A Disaster 
https://t.co/Og04ZI0C9M 
#USA🇺🇸 #America #MAGA #Trump #NewJersey #NewYork #Anaheim #Austin #Boston #Cincinnati #Detroit #Milwaukee",2023-03-31 02:01:38+00:00,37,2023,03,the truth of people let go with no bail on serious charge in nyc were rearrested the reform is disaster usa america maga trump newjersey newyork anaheim austin boston cincinnati detroit milwaukee,32
